leaid,ncessch,report_dis,report_race,report_sex,counselors_fte,psych_fte,law_fte,enrollment,teachers_fte,lunch_program,title1_s,title1_e,read_test,math_test
0405930,040593000484,0,0,0,0,1,0,485,33,1,0,1,68,58
0405930,040593000485,0,0,0,0,1,0,523,30,1,0,1,73,64
0405930,040593000487,0,0,0,0,1,1,663,44,1,1,1,22,42
0405930,040593000488,0,0,1,1,1,1,1864,80,1,1,1,42,42
0405930,040593000491,0,0,1,1,1,1,1308,71,1,0,1,52,52
0405930,040593000492,0,0,0,1,1,1,649,40,1,1,1,39,26
0405930,040593000606,0,0,0,0,1,0,711,39,1,0,1,74,65
0405930,040593000610,0,0,0,0,1,0,551,39,1,1,1,57,46
0405930,040593000611,0,0,0,0,1,1,727,37,1,0,1,73,66
0405930,040593001080,0,0,0,0,1,1,330,30,1,1,1,42,42
0405930,040593001081,0,0,0,0,1,0,612,37,1,0,1,72,65
0405930,040593001083,0,0,0,0,1,1,550,35,1,1,1,37,32
0405930,040593001084,0,0,0,1,1,0,2134,85,1,0,1,61,65
0405930,040593001136,0,0,0,1,1,0,449,24,1,0,1,42,46
0405930,040593001195,0,0,0,0,1,0,576,36,1,0,1,81,81
0405930,040593001218,0,0,0,1,0,1,638,31,1,1,1,23,27
0405930,040593001230,0,0,0,1,1,1,848,36,1,0,1,62,67
0405930,040593001239,0,0,0,0,1,1,434,33,1,0,1,68,57
0405930,040593001240,0,0,0,0,1,1,411,30,1,1,1,34,25
0405930,040593001313,0,0,0,0,1,0,177,17,1,1,1,5,5
0405930,040593001378,0,0,0,0,1,1,524,33,1,0,1,77,67
0405930,040593001419,0,0,0,0,0,1,676,36,1,0,1,70,64
0405930,040593001471,0,0,0,0,1,1,453,31,1,1,1,53,50
0405930,040593001553,0,0,0,1,1,1,1841,96,1,1,1,45,48
0405930,040593001672,0,0,0,0,1,0,490,30,1,0,1,71,65
0405930,040593001869,0,0,0,0,1,0,434,26,1,1,1,45,36
0405930,040593001995,0,0,0,1,1,1,2647,100,1,0,1,66,69
0405930,040593002266,0,0,0,1,1,1,689,31,1,0,1,55,44
0405930,040593002268,0,0,0,0,1,0,608,33,1,0,1,72,62
0405930,040593002343,0,0,0,0,1,1,421,24,1,1,1,30,23
0405930,040593002668,0,0,0,0,1,0,692,36,1,0,1,70,68
0405930,040593003104,0,0,0,0,1,1,539,33,1,1,1,28,27
0405930,040593003216,0,0,0,1,0,0,85,13,0,0,1,53,51
0405930,040593003313,0,0,0,0,1,0,805,44,1,0,1,84,85
0405930,040593003431,0,0,0,1,1,1,166,13,1,NA,NA,17,17
0405980,040598000457,0,0,0,1,1,1,496,28,1,0,0,30,30
0405980,040598000493,0,0,0,0,1,1,381,24,1,0,0,NA,NA
0405980,040598000494,0,0,0,0,1,1,239,13,1,0,0,17,17
0405980,040598000495,0,0,0,0,1,1,388,16,1,0,0,31,41
0405980,040598001977,0,0,1,0,1,1,375,19,0,0,0,21,21
0405980,040598002364,0,0,0,0,0,0,33,1,0,0,0,24.5,24.5
0406000,040600000497,0,0,0,0,0,0,92,10,1,0,0,32,22
0406030,040603000499,0,0,0,1,0,0,82,7,1,0,0,49.5,49.5
0406070,040607000500,0,0,0,1,0,0,654,32,1,0,0,34.5,44.5
0406070,040607000501,0,0,0,1,0,1,517,28,1,0,0,43,36
0406070,040607001088,0,0,0,0,0,0,590,28,1,0,0,54,45
0406070,040607001423,0,0,0,0,0,0,445,25,1,0,0,NA,NA
0406070,040607001823,0,0,0,0,0,0,88,4,1,0,0,49.5,30
0406070,040607003305,0,0,0,0,0,0,16,0,0,0,0,24.5,24.5
0406120,040612000502,0,1,0,0,1,0,179,17,1,1,1,2.5,2.5
0406150,040615000503,0,0,0,0,0,0,90,7,1,1,1,34.5,34.5
0406210,040621000304,0,0,0,1,1,0,762,38,1,0,0,38,33
0406210,040621000505,0,0,0,1,1,0,939,52,1,0,0,26,21
0406210,040621000506,0,0,0,1,1,0,828,39,1,0,0,27,23
0406210,040621001241,0,0,0,1,1,0,705,37,1,0,0,31,27
0406210,040621001499,0,0,0,1,0,0,886,45,1,0,0,47,47
0406210,040621001573,0,0,0,1,1,0,914,48,1,0,0,37,34
0406210,040621002006,0,0,0,1,1,0,775,42,1,0,0,29,28
0406210,040621002136,0,0,0,1,1,0,668,34,1,0,0,29,22
0406210,040621002274,0,0,0,1,1,0,767,38,1,0,0,37,37
0406210,040621002385,0,0,0,1,1,0,658,32,1,0,0,39,41
0406210,040621002570,0,0,0,1,1,0,686,35,1,0,0,26,22
0406210,040621003077,0,0,0,1,1,0,1144,57,1,0,0,37,39
0406250,040625000132,0,0,0,0,1,0,773,42,1,0,0,45,32
0406250,040625000238,0,0,0,0,1,0,834,46,1,0,0,43,39
0406250,040625000507,0,0,0,0,1,0,787,44,1,0,0,32,40
0406250,040625000508,0,0,1,1,1,1,1194,64,1,0,0,52,72
0406250,040625000510,0,0,0,0,1,0,525,28,1,0,0,38,29
0406250,040625000511,0,1,1,0,1,0,478,31,1,0,0,28,36
0406250,040625000512,0,0,0,0,1,0,437,30,1,0,0,40,41
0406250,040625000513,0,0,0,0,1,0,576,34,1,0,0,34,29
0406250,040625000514,0,0,0,1,1,1,1483,70,1,0,0,47,47
0406250,040625000515,0,0,0,0,1,0,455,33,1,0,0,38,39
0406250,040625000584,0,0,0,0,1,0,826,42,1,0,0,58,61
0406250,040625000585,0,0,0,0,1,0,816,44,1,0,0,62,61
0406250,040625000586,0,0,0,0,1,0,677,37,1,0,0,33,32
0406250,040625000589,0,0,0,1,1,1,1871,87,1,0,0,57,75
0406250,040625001090,0,0,0,0,1,0,558,31,1,0,0,44,39
0406250,040625001091,0,0,1,0,1,0,656,37,1,0,0,40,40
0406250,040625001092,0,0,0,0,1,0,842,44,1,0,0,60,62
0406250,040625001137,0,0,0,0,1,0,674,37,1,0,0,40,38
0406250,040625001242,0,0,0,0,1,0,901,44,1,0,0,41,34
0406250,040625001243,0,0,0,0,1,0,1000,47,1,0,0,62,64
0406250,040625001315,0,0,0,1,1,1,1974,93,1,0,0,60,68
0406250,040625001316,0,0,0,0,1,0,546,37,1,0,0,45,43
0406250,040625001380,0,0,0,0,1,0,598,39,1,0,0,47,38
0406250,040625001424,0,0,0,0,1,0,782,39,1,0,0,59,59
0406250,040625001425,0,1,1,0,1,0,891,47,1,0,0,37,39
0406250,040625001473,0,0,0,0,1,0,505,35,1,0,0,39,42
0406250,040625001500,0,0,0,1,1,1,1879,86,1,0,0,57,64
0406250,040625001501,0,0,0,0,1,0,709,36,1,0,0,63,68
0406250,040625001554,0,1,0,0,1,0,363,23,1,0,0,51,51
0406250,040625001668,0,1,0,0,1,0,965,48,1,0,0,55,52
0406250,040625001982,0,0,0,0,1,0,1115,57,1,0,0,34,25
0406250,040625001983,0,0,0,0,1,0,853,55,1,0,0,56,51
0406250,040625002111,0,0,0,0,1,0,932,49,1,0,0,54,49
0406250,040625002396,0,0,0,0,0,0,9,0,0,0,0,77,87
0406250,040625002426,0,0,0,1,1,1,1881,87,1,0,0,43,48
0406250,040625002475,0,0,0,1,0,1,79,11,1,0,0,5,15
0406250,040625002586,0,0,0,1,1,1,2185,98,1,0,0,55,73
0406250,040625002657,0,0,0,0,1,0,1099,51,1,0,0,64,62
0406250,040625002990,0,0,0,0,1,0,713,35,1,0,0,58,58
0406250,040625003145,0,0,0,0,1,0,925,44,1,0,0,59,63
0406250,040625003255,0,0,0,0,1,0,249,0,1,0,0,72,77
0406250,040625003441,0,0,0,0,1,0,982,43,1,0,0,64,62
0406250,040625003447,0,0,0,0,0,0,36,6,1,0,0,24.5,24.5
0406300,040630000518,0,1,1,0,1,1,406,27,1,1,1,24,26
0406300,040630000520,0,0,0,0,1,0,308,20,1,1,1,24,16
0406300,040630000521,0,1,1,0,1,0,618,34,1,1,1,23,27
0406300,040630000522,1,1,0,0,1,0,416,26,1,1,1,22,18
0406300,040630000525,1,1,1,0,1,0,634,30,1,1,1,20,16
0406300,040630000530,0,1,0,0,1,0,535,29,1,1,1,28,23
0406300,040630000531,1,1,1,0,1,1,572,33,1,1,1,32,21
0406300,040630000533,0,1,0,0,1,0,532,30,1,1,1,37,27
0406300,040630000535,1,1,1,0,1,0,537,28,1,1,1,28,25
0406300,040630000537,1,1,1,0,1,1,408,21,1,1,1,37,30
0406300,040630001028,0,0,0,0,1,0,557,28,1,1,1,29,35
0406300,040630001555,0,0,1,0,1,0,471,22,1,1,1,59,62
0406300,040630003554,0,0,0,0,1,0,101,0,0,NA,NA,NA,NA
0406300,040630002129,1,0,0,0,1,0,390,22,1,0,1,67,57
0406330,040633000538,0,0,0,1,1,1,2687,143,1,0,0,31,33
0406330,040633000539,0,0,0,1,1,1,1775,112,1,0,0,43,58
0406330,040633000540,0,0,1,1,1,1,2208,122,1,0,0,21,28
0406330,040633000541,0,0,0,1,0,1,2236,121,1,0,0,28,36
0406330,040633000542,0,0,1,1,1,1,2045,136,1,0,0,32,39
0406330,040633000549,0,0,0,1,1,1,2856,147,1,0,0,28,31
0406330,040633000552,0,0,0,1,0,1,1977,109,1,0,0,27,25
0406330,040633000554,0,0,1,1,1,1,3070,149,1,0,0,29,33
0406330,040633001244,0,0,0,1,1,1,2675,136,1,0,0,44,39
0406330,040633001382,0,0,0,1,0,1,213,22,1,0,0,2.5,7.5
0406330,040633001882,0,0,0,1,1,1,2462,133,1,0,0,28,36
0406330,040633002138,0,0,0,1,0,0,316,13,1,0,0,15,5
0406330,040633002670,0,0,0,1,0,0,345,22,1,0,0,92,97.5
0406330,040633002854,0,1,0,1,1,1,1717,104,1,0,0,38,33
0406330,040633002859,0,0,0,1,0,0,319,33,1,0,0,67,82
0406330,040633003509,0,0,0,1,0,0,179,13,1,0,0,67,67
0406330,040633003555,0,0,0,1,0,0,68,6,1,0,0,NA,NA
0406360,040636000556,0,1,0,0,0,0,170,11,1,1,1,22,12
0406440,040644000557,0,0,0,0,0,0,388,23,1,0,0,38,27
0406440,040644000558,0,0,0,1,0,0,209,13,1,0,0,75,75
0406440,040644003111,0,0,0,0,0,0,135,4,0,0,0,27,27
0406440,040644003362,0,0,0,0,0,0,17,0,0,0,0,NA,NA
0406510,040651000559,0,0,0,0,0,0,128,16,1,1,1,52,52
0406580,040658000560,0,0,0,1,0,0,1023,58,1,0,0,44,28
0406580,040658000561,0,0,0,1,0,0,693,35,1,0,0,52,57
0406580,040658001140,0,0,0,1,0,0,372,17,1,0,0,37,34
0406580,040658003564,0,0,0,0,0,0,9,0,0,0,0,NA,NA
0406630,040663000562,0,0,0,1,0,0,93,6,1,1,1,57,52
0406730,040673000352,0,0,0,0,0,0,79,5,0,0,1,NA,NA
0406730,040673000565,0,0,0,0,1,0,597,30,1,1,1,58,49
0406730,040673000566,0,0,0,0,1,0,301,17,1,1,1,52,52
0406730,040673000568,0,0,0,1,1,1,1496,62,1,0,1,58,53
0406730,040673000569,0,0,0,1,1,0,612,30,1,1,1,52,38
0406730,040673000570,0,0,0,0,1,0,428,24,1,1,1,52,57
0406730,040673001433,0,0,0,0,1,0,517,25,1,1,1,77,70
0406740,040674000572,0,0,0,1,1,0,314,18,1,0,0,22,17
0406740,040674001043,1,0,0,1,1,0,191,12,1,0,0,12,7.5
0406740,040674001142,0,0,1,1,1,0,209,21,1,0,0,24.5,75
0406780,040678000573,0,0,0,0,0,0,118,5,1,0,0,27,22
0406780,040678001559,0,0,0,0,0,0,68,2,1,0,0,22,2.5
0406810,040681000574,0,0,0,1,1,0,776,39,1,0,0,59,63
0406810,040681001232,0,0,1,1,1,0,665,36,1,0,0,70,72
0406810,040681001322,0,0,0,1,1,0,748,35,1,0,0,52,56
0406810,040681001383,0,0,0,1,1,0,1987,93,1,0,0,61,67
0406810,040681002369,0,0,0,1,1,0,695,38,1,0,0,62,67
0406810,040681002485,0,0,0,1,0,0,647,34,1,0,0,72,73
0406810,040681002886,0,0,0,1,0,0,677,33,1,0,0,53,57
0406810,040681003438,0,0,0,0,0,0,13,0,0,0,0,24.5,24.5
0406810,040681003477,0,0,0,1,0,0,888,48,1,0,0,52,57
0406850,040685000576,0,0,0,1,1,0,209,8,1,NA,NA,22,12
0406850,040685001474,0,0,0,1,1,0,237,14,0,1,1,37,27
0406870,040687000141,0,0,1,0,0,0,125,8,1,0,0,15,15
0406870,040687000142,1,0,1,1,0,0,153,13,1,0,0,24.5,24.5
0406870,040687000143,0,0,1,0,0,0,67,5,1,0,0,30,10
0406870,040687000206,1,0,1,0,0,0,99,6,1,0,0,17,27
0406870,040687002867,0,0,0,0,0,0,39,3,1,0,0,24.5,24.5
0406900,040690000577,1,0,0,0,0,0,387,18,1,0,0,41,38
0406960,040696000526,0,0,0,1,0,0,525,0,1,0,0,2,0.5
0406960,040696001656,0,1,0,1,0,0,939,64,1,0,0,7,7
0406960,040696002788,0,0,0,0,0,0,49,2,0,0,0,24.5,24.5
0407020,040702000581,0,0,0,0,1,0,467,23,1,0,0,42,47
0407020,040702002487,0,0,0,0,0,0,380,20,1,0,0,28,23
0407020,040702003485,0,0,0,0,1,0,24,2,1,0,0,54.5,54.5
0407080,040708000582,0,0,0,0,0,0,500,28,1,1,1,17,15
0407080,040708000587,0,0,0,0,0,0,565,26,1,1,1,25,27
0407080,040708000588,0,0,0,0,0,0,506,23,1,1,1,10,9
0407080,040708000592,0,0,0,0,0,0,407,23,1,1,1,19,20
0407080,040708000593,0,0,0,0,0,0,415,20,1,1,1,19,17
0407080,040708000597,0,0,0,0,0,0,107,18,0,0,1,22,27
0407080,040708000599,0,0,0,0,0,0,633,24,1,1,1,12,12
0407080,040708000600,0,0,0,0,1,0,98,17,1,1,1,NA,NA
0407080,040708000605,0,0,0,0,0,0,462,21,1,1,1,17,18
0407080,040708000607,0,0,0,0,0,0,464,23,1,1,1,34,41
0407080,040708000609,0,0,0,0,0,0,585,32,1,1,1,25,34
0407080,040708001100,0,0,0,0,0,0,597,30,1,1,1,21,20
0407080,040708001143,0,0,1,0,0,0,400,26,1,1,1,15,11
0407080,040708001144,0,0,0,0,0,0,418,17,1,1,1,25,21
0407080,040708001324,0,0,0,0,0,0,423,22,1,1,1,21,14
0407080,040708001325,0,0,0,0,0,0,507,22,1,1,1,28,23
0407080,040708001879,0,0,0,0,0,0,551,24,1,1,1,23,23
0407080,040708001880,0,0,0,0,0,0,537,24,1,1,1,30,35
0407080,040708002498,0,0,0,0,0,0,689,32,1,1,1,23,13
0407080,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0407080,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0407080,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0407080,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0407080,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0407080,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0407080,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0407080,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0407130,040713000617,0,0,0,1,0,0,416,20,1,0,0,46,35
0407130,040713001044,0,0,0,1,0,0,336,19,1,0,0,44.5,54.5
0407130,040713001484,1,1,0,1,0,0,537,25,1,0,0,48,53
0407130,040713003442,0,0,0,0,0,0,23,0,0,0,0,NA,NA
0407170,040717000620,0,0,0,0,1,0,674,32,1,0,0,27,38
0407170,040717002483,0,0,0,1,1,0,472,22,1,0,0,37,47
0407170,040717002812,0,0,0,0,1,0,490,23,1,0,0,43,49
0407200,040720000621,0,0,0,1,0,0,316,23,1,0,0,7.5,7.5
0407200,040720001176,0,0,0,0,0,0,240,18,1,0,0,11,7
0407240,040724000527,0,0,0,1,0,0,67,5,1,1,1,24.5,NA
0407240,040724000623,0,0,0,0,0,0,631,33,1,1,1,50,49
0407240,040724000624,1,1,1,1,0,1,726,37,1,1,1,57,57
0407240,040724001029,0,1,0,0,0,1,456,23,1,1,1,37,35
0407240,040724001030,0,0,0,0,0,0,492,24,1,1,1,45,53
0407240,040724002267,0,0,0,0,0,0,513,30,1,1,1,51,56
0407240,040724003507,0,0,0,0,0,0,44,0,0,NA,NA,30,24.5
0407300,040730000625,0,0,0,1,1,0,641,42,1,0,1,NA,NA
0407300,040730000626,0,1,1,1,0,1,945,47,1,0,1,54.5,34.5
0407300,040730000627,0,1,1,1,1,0,820,34,1,1,1,41,35
0407300,040730000628,0,0,0,1,0,0,153,15,1,1,1,22,22
0407300,040730002196,0,0,0,1,0,0,724,34,0,1,1,62,52
0407300,040730002818,0,1,1,1,1,0,1357,66,1,0,1,58,51
0407300,040730003183,1,1,1,1,1,1,1112,53,1,0,1,57,57
0407300,040730003339,1,0,0,1,1,0,672,33,1,0,1,66,56
0407380,040738000630,0,0,0,0,0,0,18,1,0,0,0,24.5,24.5
0407430,040743000631,0,0,0,0,0,0,112,9,1,0,0,34.5,34.5
0407500,040750000633,0,0,0,0,0,0,217,14,1,0,0,57,47
0407520,040752000634,0,0,0,1,0,1,840,47,1,1,1,29,24
0407520,040752000635,0,0,0,0,0,1,369,22,1,1,1,27,32
0407520,040752000637,0,0,0,1,1,0,505,30,1,1,1,48,44
0407520,040752001036,0,0,0,1,1,1,1134,57,1,1,1,24.5,15
0407520,040752002768,0,0,0,1,0,1,390,20,1,1,1,39,36
0407530,040753000638,0,0,0,1,0,0,357,15,1,1,1,34.5,24.5
0407530,040753002966,0,0,0,0,0,0,9,0,0,1,1,24.5,24.5
0407570,040757000603,0,0,0,1,0,0,541,28,1,0,0,66,65
0407570,040757000604,0,0,1,1,0,0,2090,93,1,0,0,67,78
0407570,040757000640,0,0,0,1,0,0,1687,76,1,0,0,44,51
0407570,040757000641,0,0,0,1,0,0,2161,100,1,0,0,73,74
0407570,040757000642,0,0,0,0,0,0,636,39,1,0,0,81,78
0407570,040757000643,0,0,1,1,0,0,881,40,1,0,0,68,71
0407570,040757000644,0,0,0,1,0,0,912,54,1,0,0,27,32
0407570,040757000646,0,0,0,0,0,0,489,32,1,0,0,58,64
0407570,040757000647,0,0,0,0,0,0,826,40,1,0,0,79,80
0407570,040757000648,0,0,0,1,0,0,876,45,1,0,0,51,54
0407570,040757000651,0,0,0,0,0,0,455,30,1,0,0,65,71
0407570,040757000654,0,0,1,1,0,0,853,43,1,0,0,56,51
0407570,040757000655,0,0,0,0,0,0,378,28,1,0,0,52,62
0407570,040757000657,0,0,0,0,0,0,452,32,1,0,0,61,61
0407570,040757000658,0,0,0,0,0,0,504,31,1,0,0,84,68
0407570,040757000659,0,0,0,1,0,0,1233,58,1,0,0,61,65
0407570,040757000662,0,0,0,0,0,0,688,42,1,0,0,56,51
0407570,040757000663,0,0,1,1,0,0,849,56,1,0,0,34,27
0407570,040757000666,0,0,0,0,0,0,298,23,1,0,0,37,32
0407570,040757001102,0,0,0,0,0,0,576,37,1,0,0,80,82
0407570,040757001194,0,0,0,1,0,0,928,45,1,0,0,82,81
0407570,040757001327,0,0,0,0,0,0,475,25,1,0,0,77,82
0407570,040757001384,0,0,0,0,0,0,381,35,1,0,0,74,73
0407570,040757001434,0,0,0,0,0,0,498,27,1,0,0,84,86
0407570,040757001475,0,0,0,0,0,0,450,32,1,0,0,73,69
0407570,040757001561,0,0,0,1,0,0,403,30,1,0,0,43,37
0407570,040757001562,0,0,0,1,0,0,630,31,1,0,0,67,63
0407570,040757001671,0,0,0,0,0,0,462,29,1,0,0,80,82
0407570,040757002115,0,0,0,1,0,0,874,47,1,0,0,67,65
0407570,040757003250,0,0,0,0,0,0,40,8,0,0,0,64.5,74.5
0407630,040763000667,0,0,0,0,0,0,74,6,1,1,1,34.5,24.5
0407630,040763000668,0,1,0,0,0,0,51,2,1,1,1,24.5,24.5
0407680,040768000669,0,0,0,0,0,0,36,3,1,0,0,49.5,69.5
0407700,040770000672,0,0,0,0,0,0,410,22,1,0,0,NA,NA
0407700,040770000673,1,1,1,1,1,1,729,37,1,0,0,74.5,64.5
0407700,040770000674,0,0,0,1,1,1,586,29,1,0,0,35,29
0407700,040770001253,0,0,0,0,0,0,176,8,1,0,0,62,72
0407700,040770001435,1,1,0,0,1,0,470,22,1,0,0,47,50
0407700,040770001941,0,0,0,0,0,0,18,1,0,0,0,24.5,24.5
0407700,040770003276,0,0,0,0,0,0,5,0,0,0,0,75,24.5
0407700,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0407750,040775000296,0,0,0,0,1,0,781,44,1,0,1,68,63
0407750,040775000622,0,0,0,0,1,0,594,39,1,0,1,55,57
0407750,040775000636,0,0,0,1,1,1,2179,95,1,0,1,69,72
0407750,040775000675,0,1,0,0,1,0,612,41,1,1,1,38,48
0407750,040775000676,1,1,0,1,1,1,535,27,1,1,1,29,21
0407750,040775000681,0,0,0,0,1,0,219,19,1,0,1,47,47
0407750,040775000682,0,0,0,0,1,0,638,39,1,1,1,61,58
0407750,040775000684,0,0,0,0,1,0,539,37,1,1,1,42,43
0407750,040775001045,0,0,1,1,1,1,1573,112,1,0,1,51,58
0407750,040775001047,0,0,0,0,1,0,486,32,1,1,1,48,49
0407750,040775001048,0,1,0,0,1,0,549,39,1,1,1,39,38
0407750,040775001146,0,0,0,0,1,0,464,30,1,1,1,50,49
0407750,040775001147,1,1,0,1,1,1,618,29,1,1,1,42,42
0407750,040775001250,0,0,0,0,1,0,726,40,1,0,1,72,69
0407750,040775001255,0,0,0,0,1,0,421,28,1,1,1,69,60
0407750,040775001330,0,1,0,0,1,0,468,33,1,1,1,53,33
0407750,040775001331,0,0,1,1,1,1,1634,81,1,1,1,48,54
0407750,040775001436,0,0,0,0,1,0,578,36,1,NA,1,64,64
0407750,040775001503,1,1,1,1,1,1,946,40,1,0,1,62,54
0407750,040775001504,0,0,0,0,1,0,581,36,1,1,1,43,37
0407750,040775001563,0,0,0,0,1,0,630,38,1,0,1,61,65
0407750,040775001679,1,0,1,0,1,1,841,54,1,1,1,43,38
0407750,040775001873,0,0,0,1,1,0,1104,63,1,0,1,68,62
0407750,040775001874,0,0,0,1,1,0,623,40,1,0,1,66,64
0407750,040775001997,0,0,0,0,1,0,670,38,1,0,1,77,79
0407750,040775002127,1,0,1,1,1,0,998,52,1,0,1,77,72
0407750,040775002128,1,1,0,1,1,0,1062,52,1,0,1,73,72
0407750,040775002357,0,0,0,1,1,1,2332,103,1,0,1,69,70
0407750,040775002358,0,1,1,1,1,0,722,48,1,0,1,67,60
0407750,040775002433,0,0,0,1,1,1,2533,108,1,0,1,64,70
0407750,040775002434,0,0,1,1,1,0,987,51,1,0,1,73,68
0407750,040775002486,0,0,0,1,1,0,1019,51,1,0,1,73,69
0407750,040775002591,0,0,0,0,0,0,70,0,0,0,1,67,70
0407750,040775002636,0,1,0,1,1,0,788,55,1,0,1,61,66
0407750,040775002959,0,0,0,0,1,0,902,50,1,0,1,64,56
0407750,040775003098,1,1,1,0,1,0,940,49,1,0,1,66,65
0407750,040775003099,0,0,0,0,1,0,793,43,1,0,1,60,66
0407750,040775003454,0,0,0,0,1,0,59,17,1,1,1,5,15
0407750,040775003463,0,0,0,0,1,0,869,44,1,0,1,73,80
0407770,040777000390,0,0,0,1,NA,0,22,2,1,0,0,24.5,24.5
0407820,040782000331,0,0,0,0,1,0,198,11,1,0,0,58,66
0407820,040782000692,0,0,0,0,1,0,453,21,1,0,0,52,72
0407820,040782000694,0,0,0,1,1,0,727,36,1,0,0,67,72
0407820,040782000695,0,0,1,0,1,0,448,17,1,0,0,48,61
0407820,040782000696,0,0,0,0,1,0,271,16,1,0,0,47,57
0407820,040782001938,0,0,0,0,1,0,409,15,1,0,0,59,63
0407820,040782002543,0,0,0,0,1,0,21,0,0,0,0,NA,NA
0407860,040786000697,0,0,0,0,0,0,201,10,1,0,0,57,42
0407890,040789000698,0,0,0,0,1,0,995,38,1,1,1,29,34
0407890,040789001256,0,0,0,0,1,0,415,22,1,1,1,36,39
0407890,040789001565,0,0,1,0,1,0,419,20,1,1,1,36,45
0407890,040789001566,0,0,0,0,1,0,779,38,1,1,1,45,53
0407890,040789002568,0,0,0,0,1,0,435,21,1,1,1,29,45
0407920,040792000699,0,0,0,0,0,0,113,13,1,NA,1,42,37
0408020,040802000700,0,0,0,1,1,0,244,13,1,1,1,37,37
0408020,040802000701,0,0,0,1,1,0,104,7,1,0,1,75,75
0408080,040808000702,0,0,0,0,1,0,235,13,1,0,0,62,67
0408080,040808001049,0,0,0,1,1,0,249,14,1,0,0,74.5,54.5
0408080,040808001105,0,0,1,0,1,0,307,16,1,0,0,53,57
0408080,040808002871,0,0,0,0,1,0,13,1,0,0,0,24.5,24.5
0408130,040813000705,0,0,0,1,0,0,489,34,1,1,1,14,15
0408170,040817000153,0,0,0,1,0,0,193,12,1,1,1,5,5
0408170,040817000706,0,0,1,1,1,0,613,30,1,1,1,17,18
0408170,040817000710,0,0,1,1,1,0,575,27,1,1,1,34,35
0408170,040817000715,0,0,0,1,1,0,516,20,1,1,1,18,20
0408170,040817000719,0,0,0,1,1,0,652,31,1,1,1,47,59
0408170,040817000723,0,0,0,1,1,0,674,30,1,1,1,31,33
0408170,040817000727,0,0,1,1,1,0,462,21,1,1,1,27,34
0408170,040817000735,0,0,1,1,1,0,668,30,1,1,1,31,26
0408170,040817000739,0,0,1,1,1,0,566,28,1,1,1,33,37
0408170,040817000743,0,0,1,1,1,0,2067,95,1,1,1,25,27
0408170,040817000751,0,0,0,1,1,0,412,31,1,1,1,NA,NA
0408170,040817001106,0,0,0,1,1,0,607,33,1,1,1,34,36
0408170,040817001149,0,0,1,1,1,0,955,53,1,1,1,20,17
0408170,040817001177,0,0,1,1,1,0,555,25,1,1,1,42,52
0408170,040817001386,0,0,0,0,1,0,652,33,1,1,1,38,48
0408170,040817001438,0,0,0,1,1,0,2037,95,1,1,1,35,35
0408170,040817001612,0,0,0,1,0,0,458,24,1,1,1,28,27
0408170,040817001613,0,0,1,1,1,0,765,36,1,1,1,20,21
0408170,040817002549,0,0,1,1,1,0,705,28,1,1,1,24,21
0408170,040817002849,0,0,1,1,1,0,546,27,1,1,1,26,38
0408170,040817003316,0,0,0,0,0,0,31,0,0,0,1,24.5,24.5
0408170,040817003500,0,0,1,1,1,0,853,38,1,1,1,45,39
0408230,040823000758,0,0,0,0,1,0,204,6,1,0,0,27,22
0408230,040823000759,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
0408230,040823000760,0,0,0,1,0,0,177,4,1,0,0,17,7.5
0408280,040828000761,0,0,0,1,1,0,672,38,1,0,0,67,61
0408280,040828000762,0,0,0,1,1,0,385,20,1,0,0,56,47
0408280,040828001150,0,0,0,1,1,0,514,31,1,0,0,63,54
0408280,040828002550,0,0,1,1,1,0,404,32,1,0,0,64.5,69.5
0408310,040831000763,0,0,0,1,1,0,491,26,1,0,0,33,33
0408310,040831000764,0,0,1,1,1,0,337,22,1,0,0,47,37
0408310,040831000765,0,0,1,1,1,0,665,35,1,0,0,65,55
0408310,040831000767,0,0,0,1,1,0,357,25,1,0,0,37,42
0408310,040831000768,0,0,1,1,1,1,1107,62,1,0,0,37,36
0408310,040831000769,0,0,0,1,1,0,524,31,1,0,0,40,37
0408310,040831000773,0,0,0,1,1,0,695,35,1,0,0,64,63
0408310,040831000775,0,1,1,1,1,1,872,48,1,0,0,19,15
0408310,040831000776,0,0,0,1,1,0,554,33,1,0,0,27,33
0408310,040831000777,1,1,0,1,1,0,445,25,1,0,0,60,51
0408310,040831000778,0,0,1,1,1,0,566,32,1,0,0,37,31
0408310,040831000782,0,0,0,1,1,0,805,41,1,0,0,38,39
0408310,040831000783,0,0,1,1,1,0,472,28,1,0,0,58,49
